0.400369e-12 -0.074869e-12 0.0340475e-12 0.0108524e-12 0.037747e-12 0.0345542e-12 0.0333961e-12 0.0222642e-12 0.0135326e-12 0.00874284e-12 0.0158323e-12 -0.00113205e-12 0.00103469e-12 
-0.074869e-12 0.225568e-12 -0.0258935e-12 0.056137e-12 0.0116268e-12 0.0238722e-12 0.016606e-12 0.0140549e-12 0.00933944e-12 0.00354549e-12 0.0109587e-12 0.00858272e-12 0.0036309e-12 
0.0340475e-12 -0.0258935e-12 0.15433e-12 -0.0345963e-12 0.0379279e-12 0.0160574e-12 0.0245906e-12 0.0142526e-12 0.0149224e-12 0.0106512e-12 0.01272e-12 0.00509991e-12 0.00352755e-12 
0.0108524e-12 0.056137e-12 -0.0345963e-12 0.183753e-12 -0.0134939e-12 0.0528848e-12 0.027037e-12 0.0218786e-12 0.0228545e-12 0.00741669e-12 0.0159442e-12 0.0131512e-12 0.00420001e-12 
0.037747e-12 0.0116268e-12 0.0379279e-12 -0.0134939e-12 0.192866e-12 -0.0479076e-12 0.0596281e-12 0.0211237e-12 0.0103104e-12 0.015068e-12 0.0163368e-12 0.00211573e-12 0.00158666e-12 
0.0345542e-12 0.0238722e-12 0.0160574e-12 0.0528848e-12 -0.0479076e-12 0.226836e-12 0.00377698e-12 0.0290906e-12 0.0318756e-12 0.0025339e-12 0.0132391e-12 0.0150209e-12 0.00491448e-12 
0.0333961e-12 0.016606e-12 0.0245906e-12 0.027037e-12 0.0596281e-12 0.00377698e-12 0.228265e-12 -0.0527532e-12 0.0317324e-12 0.00871647e-12 0.0137871e-12 0.00340278e-12 0.00200943e-12 
0.0222642e-12 0.0140549e-12 0.0142526e-12 0.0218786e-12 0.0211237e-12 0.0290906e-12 -0.0527532e-12 0.227062e-12 0.00215535e-12 0.0299787e-12 0.0121965e-12 0.00348357e-12 0.00236738e-12 
0.0135326e-12 0.00933944e-12 0.0149224e-12 0.0228545e-12 0.0103104e-12 0.0318756e-12 0.0317324e-12 0.00215535e-12 0.204104e-12 -0.0370684e-12 0.0169316e-12 0.0162649e-12 0.00777097e-12 
0.00874284e-12 0.00354549e-12 0.0106512e-12 0.00741669e-12 0.015068e-12 0.0025339e-12 0.00871647e-12 0.0299787e-12 -0.0370684e-12 0.174746e-12 0.0000948966e-12 -0.00168831e-12 -0.00201378e-12 
0.0158323e-12 0.0109587e-12 0.01272e-12 0.0159442e-12 0.0163368e-12 0.0132391e-12 0.0137871e-12 0.0121965e-12 0.0169316e-12 0.0000948966e-12 0.164633e-12 -0.0347567e-12 -0.00328855e-12 -0.00113205e-12 
0.00858272e-12 0.00509991e-12 0.0131512e-12 0.00211573e-12 0.0150209e-12 0.00340278e-12 0.00348357e-12 0.0162649e-12 -0.00168831e-12 -0.0347567e-12 0.195982e-12 -0.0278687e-12 
0.00103469e-12 0.0036309e-12 0.00352755e-12 0.00420001e-12 0.00158666e-12 0.00491448e-12 0.00200943e-12 0.00236738e-12 0.00777097e-12 -0.00201378e-12 -0.00328855e-12 -0.0278687e-12 0.0679338e-12 
