218.961 17.1218 29.8644 31.4689 31.5855 42.2575 35.9767 43.3921 38.2269 40.1817 31.8812 27.7093 18.4978 
17.1218 59.2973 4.62607 23.555 16.871 20.2251 17.9204 17.5513 17.7176 14.9346 14.9527 11.0328 5.02219 
29.8644 4.62607 49.5924 6.55542 20.4401 18.4232 17.6054 14.9109 16.6414 14.811 13.7726 10.1674 4.5218 
31.4689 23.555 6.55542 48.8233 14.5213 27.7069 22.934 20.2483 20.2472 18.4585 17.1269 13.2855 5.82618 
31.5855 16.871 20.4401 14.5213 49.417 16.1676 27.4912 19.354 20.39 19.2062 17.2598 13.8958 6.87256 
42.2575 20.2251 18.4232 27.7069 16.1676 59.872 21.8967 26.5344 24.7428 23.1895 20.9606 16.8519 8.61186 
35.9767 17.9204 17.6054 22.934 27.4912 21.8967 65.6846 10.0277 23.4187 19.1922 18.9479 14.6859 7.87795 
43.3921 17.5513 14.9109 20.2483 19.354 26.5344 10.0277 71.4745 18.927 24.9618 17.6829 14.8641 8.16549 
38.2269 17.7176 16.6414 20.2472 20.39 24.7428 23.4187 18.927 66.6236 7.5639 19.5429 13.9917 6.28209 
40.1817 14.9346 14.811 18.4585 19.2062 23.1895 19.1922 24.9618 7.5639 102.05 14.2093 14.9312 10.8345 
31.8812 14.9527 13.7726 17.1269 17.2598 20.9606 18.9479 17.6829 19.5429 14.2093 73.5231 5.4501 -6.52784 
27.7093 11.0328 10.1674 13.2855 13.8958 16.8519 14.6859 14.8641 13.9917 14.9312 5.4501 94.0983 -29.854 
18.4978 5.02219 4.5218 5.82618 6.87256 8.61186 7.87795 8.16549 6.28209 10.8345 -6.52784 -29.854 138.004 
