1 -0.249134 0.136971 0.0400108 0.135839 0.114661 0.11047 0.0738422 0.0473397 0.0330536 0.0616674 -0.00404134 0.0062739 
-0.249134 1 -0.13878 0.275736 0.0557436 0.105535 0.0731824 0.0621034 0.0435268 0.0178581 0.0568672 0.0408205 0.0293314 
0.136971 -0.13878 1 -0.205441 0.219839 0.085821 0.131016 0.0761369 0.0840792 0.0648592 0.0797999 0.0293244 0.0344512 
0.0400108 0.275736 -0.205441 1 -0.0716788 0.259034 0.132014 0.10711 0.118013 0.0413894 0.09167 0.0693008 0.0375915 
0.135839 0.0557436 0.219839 -0.0716788 1 -0.229045 0.284186 0.100942 0.0519662 0.0820778 0.0916815 0.0108823 0.0138616 
0.114661 0.105535 0.085821 0.259034 -0.229045 1 0.0165985 0.128181 0.148142 0.0127271 0.0685084 0.0712413 0.0395894 
0.11047 0.0731824 0.131016 0.132014 0.284186 0.0165985 1 -0.231716 0.147014 0.0436433 0.0711206 0.0160881 0.0161365 
0.0738422 0.0621034 0.0761369 0.10711 0.100942 0.128181 -0.231716 1 0.010012 0.1505 0.0630818 0.0165136 0.0190613 
0.0473397 0.0435268 0.0840792 0.118013 0.0519662 0.148142 0.147014 0.010012 1 -0.196279 0.0923665 0.0813235 0.0659944 
0.0330536 0.0178581 0.0648592 0.0413894 0.0820778 0.0127271 0.0436433 0.1505 -0.196279 1 0.000559486 -0.00912306 -0.0184827 
0.0616674 0.0568672 0.0797999 0.09167 0.0916815 0.0685084 0.0711206 0.0630818 0.0923665 0.000559486 1 -0.193496 -0.0310959 
-0.00404134 0.0408205 0.0293244 0.0693008 0.0108823 0.0712413 0.0160881 0.0165136 0.0813235 -0.00912306 -0.193496 1 -0.241527 
0.0062739 0.0293314 0.0344512 0.0375915 0.0138616 0.0395894 0.0161365 0.0190613 0.0659944 -0.0184827 -0.0310959 -0.241527 1 
