1.000 -0.256 0.187 -0.162 0.297 0.181 0.224 0.114 0.104 0.112 0.084 0.020 0.069
-0.256 1.000 0.142 0.570 0.075 0.163 0.162 0.193 0.202 0.210 0.244 0.303 0.282
0.187 0.142 1.000 0.202 0.459 0.451 0.469 0.212 0.368 0.329 0.332 0.322 0.336
-0.162 0.570 0.202 1.000 -0.017 0.240 0.202 0.280 0.256 0.284 0.312 0.333 0.272
0.297 0.075 0.459 -0.017 1.000 0.375 0.633 0.156 0.321 0.290 0.258 0.244 0.231
0.181 0.163 0.451 0.240 0.375 1.000 0.433 0.214 0.328 0.332 0.252 0.284 0.230
0.224 0.162 0.469 0.202 0.633 0.433 1.000 -0.013 0.337 0.278 0.291 0.245 0.246
0.114 0.193 0.212 0.280 0.156 0.214 -0.013 1.000 0.334 0.500 0.287 0.337 0.322
0.104 0.202 0.368 0.256 0.321 0.328 0.337 0.334 1.000 0.452 0.334 0.356 0.344
0.112 0.210 0.329 0.284 0.290 0.332 0.278 0.500 0.452 1.000 0.208 0.430 0.333
0.084 0.244 0.332 0.312 0.258 0.252 0.291 0.287 0.334 0.208 1.000 0.222 0.402
0.020 0.303 0.322 0.333 0.244 0.284 0.245 0.337 0.356 0.430 0.222 1.000 0.220
0.069 0.282 0.336 0.272 0.231 0.230 0.246 0.322 0.344 0.333 0.402 0.220 1.000
