1.000 0.330 0.393 0.206 0.014 0.064 
0.330 1.000 0.416 0.330 0.274 0.182 
0.393 0.416 1.000 0.438 0.231 0.198 
0.206 0.330 0.438 1.000 0.358 0.161 
0.014 0.274 0.231 0.358 1.000 0.212 
0.064 0.182 0.198 0.161 0.212 1.000 
