1.000 -0.275 0.109 0.036 0.021 0.020 0.031 -0.005 -0.001 -0.002 -0.003 -0.004 -0.007
-0.275 1.000 -0.292 0.168 -0.008 0.026 0.029 -0.005 -0.001 -0.002 -0.004 -0.003 -0.004
0.109 -0.292 1.000 -0.229 0.156 0.049 0.101 -0.014 -0.003 -0.005 -0.004 -0.004 -0.002
0.036 0.168 -0.229 1.000 -0.255 0.123 0.064 -0.009 -0.003 -0.004 -0.003 -0.002 -0.003
0.021 -0.008 0.156 -0.255 1.000 -0.156 0.225 -0.032 -0.001 -0.004 -0.004 -0.004 -0.006
0.020 0.026 0.049 0.123 -0.156 1.000 -0.054 0.023 -0.007 -0.002 -0.006 -0.007 -0.009
0.031 0.029 0.101 0.064 0.225 -0.054 1.000 -0.239 0.007 -0.028 -0.007 -0.011 -0.013
-0.005 -0.005 -0.014 -0.009 -0.032 0.023 -0.239 1.000 -0.013 0.144 -0.030 -0.006 -0.010
-0.001 -0.001 -0.003 -0.003 -0.001 -0.007 0.007 -0.013 1.000 0.101 -0.028 -0.002 -0.004
-0.002 -0.002 -0.005 -0.004 -0.004 -0.002 -0.028 0.144 0.101 1.000 -0.167 -0.025 -0.040
-0.003 -0.004 -0.004 -0.003 -0.004 -0.006 -0.007 -0.030 -0.028 -0.167 1.000 -0.036 0.006
-0.004 -0.003 -0.004 -0.002 -0.004 -0.007 -0.011 -0.006 -0.002 -0.025 -0.036 1.000 -0.111
-0.007 -0.004 -0.002 -0.003 -0.006 -0.009 -0.013 -0.010 -0.004 -0.040 0.006 -0.111 1.000
