1.000 0.521 0.705 0.394 -0.052 0.075
0.521 1.000 0.853 0.687 0.605 0.478
0.705 0.853 1.000 0.652 0.366 0.439
0.394 0.687 0.652 1.000 0.637 0.367
-0.052 0.605 0.366 0.637 1.000 0.509
0.075 0.478 0.439 0.367 0.509 1.000
