1.000	0.147	0.062	0.003	0.086	0.048
0.147	1.000	0.194	0.115	0.206	0.032
0.062	0.194	1.000	0.206	0.247	-0.000
0.003	0.115	0.206	1.000	0.280	-0.000
0.086	0.206	0.247	0.280	1.000	0.047
0.048	0.032	-0.000	-0.000	0.047	1.000
