1.000 0.191 0.050 -0.005 0.068 0.057
0.191 1.000 0.089 0.058 0.085 0.011
0.050 0.089 1.000 0.197 0.127 0.005
-0.005 0.058 0.197 1.000 0.135 -0.008
0.068 0.085 0.127 0.135 1.000 0.032
0.057 0.011 0.005 -0.008 0.032 1.000
